 DONALDSON; LINDA;;;;
 DONAR;;;;;
 DONLEAVY; HANNAH;;;;
 DONNELY; VICTORIA TORI;;;;
 DONOHUE; TREVOR;;;;
 DONYELL;;;;;
 DOOM; DR. BOB;;;;
 DOOMSDAY MAN;;;;;
 DOOMSDAY MAN II;;;;;
 DOOP;;;;;
 DOORMAN;;;;;
 DOPPELGANGER;;;;;
 DORCAS; LEMUEL DR.;;;;
 DORMA [ATLANTEAN];;;;;
 DORMA II [ATLANTEAN];;;;;
 DORMAMMU;;;;;
 DORNOVA-BLONSKY; NADIA;;;;
 DORREK [SKRULL];;;;;
 DORREK II;;;;;
 DOUGHBOY;;;;;
 DOUGLOCK 2013;;;;;
 DOVER; DONNA-LEE;;;;
 DOVINIA;;;;;
 DR. ANGST;FLOYD MANGLES;;;;
 DR. BONG;;;;;
 DR. DECIBEL;ANTON DECIBEL;;;;
 DR. DOOM;VICTOR VON DOOM;;;;
 DR. DOOM CLONE;VICTOR VON DOOM II;;;;
 DR. DOOM DOPPELGANGER;;;;;
 DR. DOOM ; MUTANT X-VERSE;;;;
 DR. DOOM ; TIMESLIDE;;;;
 DR. DRUID;ANTHONY LUDGATE;ANTHONY DRUID;;;
 DR. FAUSTUS;;;;;
 DR. GOODWRENCH;;;;;
 DR. HYDRO;;;;;
 DR. MIDAS;;;;;
 DR. MIME;;;;;
 DR. NEMESIS;DR. STOCKTON;;;;
 DR. OCTOPUS;OTTO OCTAVIUS;;;;
 DR. OCTOPUS II;CAROLYN TRAINER;;;;
 DR. OCTOPUS ; MUTANT X-VERSE;;;;
 DR. PHOBOS;;;;;
 DR. POWER;DR. MAXIMUS POWER;;;;
 DR. SPECTRUM;JOSEPH LEDGER;;;;
 DR. SPECTRUM II;DR. KINJI OBATU;;;;
 DR. SPECTRUM III;REV. BILLY ROBERTS;;;;
 DR. STRANGE;STEPHEN STRANGE;;;;
 DR. STRANGE DOPPELGANGER;;;;;
 DR. STRANGE DOPPELGANGER II;;;;;
 DR. STRANGE ; MUTANT X-VERSE;;;;
 DR. STRANGER YET;;;;;
 DR. SUN;;;;;
 DR. SYNNE;;;;;
 DR. VAULT;;;;;
 DR. VOLKH;VLADIMIR OREKHOV;;;;
 DR. ZEUS;;;;;
 DRACCHISS;;;;;
 DRACULA;VLAD TEPES;;;;
 DRACULA ; MUTANT X-VERSE;;;;
 DRAGO; VALERIE;;;;
 DRAGON MAN;;;;;
 DRAGON OF THE MOON;;;;;
 DRAGONA;;;;;
 DRAGONBLOOD; ULYSSES;;;;
 DRAGONESS;;;;;
 DRAGONFIST;;;;;
 DRAGONFLY;VERONICA DULTRY;;;;
 DRAGONFLY II;MEIKO YIN;;;;
 DRAGONHEAD;;;;;
 DRAGONMEGAS; JESSIE;;;;
 DRAGONUS;;;;;
 DRAGONWING;;;;;
 DRAKE; CARLTON;;;;
 DRAKE; FRANKLIN;;;;
 DRAKE; MADELINE BEATRICE MADDY;;;;
 DRAKE; MALCOLM;;;;
 DRAKE; WILLIAM ROBERT WILLIE;;;;
 DRAN; DAMON;;;;
 DRAX;ARTHUR DOUGLAS;;;;
 DRAX DOPPELGANGER;;;;;
 DRAX ; MUTANT X-VERSE;;;;
 DREADFACE;;;;;
 DREADKNIGHT;BRAM VELSING;;;;
 DREADNAUGHT;;;;;
 DREAM QUEEN;;;;;
 DREAMGUARD;DEPUTY WILLIE WALKAWAY;;;;
 DREAMING CELESTIAL;TIAMUT [CELESTIAL];;;;
 DREYFUSS; RACHEL;;;;
 DRISCOLL; MAYOR;;;;
 DROMEDAN;;;;;
 DRUID;DREDMUND CROMWELL;;;;
 DRUIG;;;;;
 DRUMM; COLLETTE;;;;
 DRUMM; JERICHO;;;;
 DRY;;;;;
 DUBOIS; DR. CLAUDIA;;;;
 DUBOIS; HERVE;;;;
 DUBOIS; NOAH;;;;
 DUCHARME;;;;;
 DUCRESTE; ABRIAN;;;;
 DUFFY; SGT. MIKE;;;;
 DUGAN; TIMOTHY ALOYISIOUS DUM DUM;;;;
 DUGAN; TIMOTHY ALOYISIOUS DUM DUM II;;;;
 DUGAN; DUM DUM ; MUTANT X-VERSE;;;
 DULB;;;;;
 DULTRY; MARGARET;;;;
 DUNCAN; FRED;;;;
 DUNER; MAJOR;;;;
 DUNHAM; LAURA;;;;
 DUNLEAVY; GEN. ARLEN;;;;
 DURAN; CONAL;;;;
 DUSK;;;;;
 DUSK III;;;;;
 DUVALL; SNAKY;;;;
 DWELLER IN DARKNESS;;;;;
 DWORMAN; JIM;;;;
 DWYER; MARISSA;;;;
 DYNA-MITE;ROGER AUBREY;;;;
 EARLE; CARYN;;;;
 EARTH-LORD;KYLE BROCK;;;;
 EARTHQUAKE;;;;;
 EBONY;;;;;
 ECCE [WATCHER];;;;;
 ECHO;MAYA LOPEZ;;;;
 ECLECTA;;;;;
 ECLIPTIC;;;;;
 ECSTACY;MME. RENE DELADIER;;;;
 EDDA;;;;;
 EDITOR;;;;;
 EDGERTON; GAYLE;;;;
 EDGERTON; MR.;;;;
 EDWARDS; MARTIN;DR. EDWIN MARTYNEC;;;
 EEL;LEOPOLD STRYKE;;;;
 EEL II;EDWARD LAVELL;;;;
 EEL III;;;;;
 EELAK;;;;;
 EENY;;;;;
 EFFIGY;LT. VELMAX;JACOB SCOTT [SKRULL];;;
 EGGHEAD;PROF. ELIHAS STARR;;;;
 EGMA;;;;;
 EGO;;;;;
 EGO-PRIME;;;;;
 EHMAN; HEIDI;;;;
 EIGHTBALL;;;;;
 EILIF DRAGONSLAYER;;;;;
 EISMAN; BETTY;;;;
 EITRI;;;;;
 EJULP;;;;;
 EKAK;;;;;
 EL AGUILA;;;;;
 EL CONQUISTADOR;;;;;
 EL GIBAR; ACHMED;;;;
 EL JAGUAR;;;;;
 EL TIGRE;;;;;
 EL TORO NEGRO;SERGIO;;;;
 EL TORO ROJO;;;;;
 EL UNO;;;;;
 EL VAMPIRO;;;;;
 ELAMRON;;;;;
 ELATHAN;;;;;
 ELEC'TRIX;;;;;
 ELECTRA;;;;;
 ELECTRO;MAX DILLON;;;;
 ELECTRON;;;;;
 ELEJEA;;;;;
 ELEKTRA;ELEKTRA NATCHIOS;;;;
 ELEKTRA ; MUTANT X-VERSE;ELEKTRA NATCHIOS;;;
 ELECTRYON;;;;;
 ELITE;;;;;
 ELLENTHORPE; MARIAH;;;;
 ELLINGTON; DR.;TRAVIS T. HIPP;;;
 ELLIS; KEN;;;;
 ELO;;;;;
 ELSIE DEE;;;;;
 ELWOOD;;;;;
 ELYSIA;;;;;
 ELYSIUS;;;;;
 EMBER;;;;;
 EMPATH;MANUEL ALFONSO RODRIGO DE LA ROCHA;;;;
 EMPLATE;MARIUS ST. CROIX;;;;
 EMPRESS R'KILL [SKRULL];;;;;
 EMPRESS S'BYLL [SKRULL];;;;;
 ENCHANTER;;;;;
 ENCHANTRESS;AMORA;HELEN EVE;CHRISTINE COLLINS [ASGARDIAN];;
 ENDO; DR. SUZI;;;;
 ENFORCER;DELAZNY;;;;
 ENGLEHART; STEVE;;;;
 ENRAGED;;;;;
 ENRAKT;;;;;
 ENT;;;;;
 ENTITY;;;;;
 ENTITY II;;;;;
 EON;;;;;
 EPHESUS;;;;;
 EPOCH;;;;;
 EPSTEIN; MORRIS;;;;
 EPSTEIN; MRS.;;;;
 EPSTEIN; PROF. NORA;;;;
 EPURER; GISCARD;;;;
 EQUILIBRIUS;;;;;
 EQUINOX;TERRY SORENSON;;;;
 ERBIUM;;;;;
 ERG;;;;;
 ERIC THE RED [SHI'AR];;;;;
 ERIC THE RED II;;;;;
 ERISHKIGEL;;;;;
 ERISHKIGEL II;HOLLY DEBORAH STECKLEY;;;;
 EROS;;;;;
 ERWIN; CLYTEMNESTRA;;;;
 ERWIN; MORLEY;;;;
 ESON [CELESTIAL];;;;;
 ESON II;;;;;
 ESSEX;;;;;
 ESSEX; REBECCA;;;;
 ESTAVES; DR. ROSA;;;;
 ESTAVES; MARIE;;;;
 ETERNAL BRAIN;PROFESSOR WILLIAM CARMODY;;;;
 ETERNITY;ADAM QADMON;;;;
 ETUBAN;;;;;
 ETZION; GENERAL;;;;
 EUROPIUM;;;;;
 EVANS; DORIS;;;;
 EVE 3;31;;;;
 EVER;;;;;
 EVERETT; BILL;;;;
 EVERWRAITH;;;;;
 EVERY-MAN;;;;;
 EVILHAWK;DARGIN BOKK;;;;
 EXALT;;;;;
 EXALTED ONE;;;;;
 EXECUTIONER;;;;;
 EXECUTIONER II;SKURGE [ASGARDIAN];;;;
 EXECUTIONER III;BRUTE BENHURST;;;;
 EXECUTIONER IV;;;;;
 EXECUTIONER V;;;;;
 EXETER; LT.;;;;
 EXILE;;;;;
 EXITAR;;;;;
 EXODUS;BENNET DUPARIS;;;;
 EXPEDITER;JOHN WRAITH;;;;
 EXPEDITER II;ZOE CULLODEN;;;;
 EZEKEEL;;;;;
 FACADE;;;;;
 FACE;COL. EISEN;;;;
 FAGIN;;;;;
 FAHE;;;;;
 FAIRMONT; AMANDA MANDY;;;;
 FAIRMONT; HANNAH;;;;
 FAITH;;;;;
 FALCON;SAM WILSON;;;;
 FALCONA [INHUMAN];;;;;
 FALCONER; CALVIN;;;;
 FALK; DR. JENNIE;;;;
 FALLEN ; MUTANT X-VERSE;WARREN KENNETH WORTHINGTON III ;;;
 FALLON; HOWARD;;;;
 FALLON; MEG;;;;
 FALLON; RIGBY;;;;
 FALSWORTH; KENNETH;;;;
 FALZON;;;;;
 FAMINE;AUTUMN ROLFSON;;;;
 FAMINE ; MUTANT X-VERSE;;;;
 FANCY DAN;;;;;
 FANDRAL [ASGARDIAN];;;;;
 FANDRAL ; MUTANT X-VERSE;;;;
 FANG;;;;;
 FANG II;;;;;
 FANG III;;;;;
 FANTASIA;;;;;
 FANTASMA;;;;;
 FARAHD;;;;;
 FARGO; FLAGG;;;;
 FAROUK;;;;;
 FARREL; MIKE;;;;
 FATALE;PAMELA GREENWOOD;;;;
 FATE; IAN;;;;
 FATH;;;;;
 FATHER TIME;;;;;
 FAVERSHAM; DAPHNE;;;;
 FAWKES;;;;;
 FAWN; FELICIA;;;;
 FAYRELYTE STRONGHEART;;;;;
 FAZE;;;;;
 FEAR EATER;KKALLAKKU;;;;
 FEIFFER; DEPUTY BEAUREGARD;;;;
 FELDSTADT; DR. HANS;;;;
 FENRIS;;;;;
 FENSTER; RICHARD;;;;
 FENTON; BARNEY;;;;
 FENWAY;;;;;
 FER DE LANCE;TERESA;;;;
 FERA;;;;;
 FERAL;MARIA CALLASANTOS;;;;
 FERGUSON; ISABEL;;;;
 FEROCIA;;;;;
 FERON;;;;;
 FERRARI; CONNIE;;;;
 FERRIS;;;;;
 FERRO2;;;;;
 FEUER;;;;;
 FEVER PITCH;;;;;
 FIDDLER; BARNEY;;;;
 FIELDER;;;;;
 FIELDING; CLARENCE;;;;
 FIELDS; MARJORIE;;;;
 FIELDS; PROF. WILLIAM BILL;;;;
 FIELDS; TODD;;;;
 FIELDS; TRACI;;;;
 FIELDSTONE;;;;;
 FIELSTEIN; FIREWORKS;;;;
 FIFOLET;;;;;
 FILLMORE; BETTY;;;;
 FILLMORE; GARRET;;;;
 FILLMORE; SHERIFF DONALD ROBERT;;;;
 FIM;;;;;
 FIN;PETER NOBLE;;;;
 FIN FANG FOOM;MIDGARD SERPENT(?);JORMUNGAND;;;
 FIN FANG FOOM ; MUTANT X-VERSE;;;;
 FIRE EATER;TOMAS;;;;
 FIREARM;;;;;
 FIREBALLS;JACK FARLEY;;;;
 FIREBIRD;BONITA JUAREZ;;;;
 FIREBOLT;;;;;
 FIREBRAND;GARY GILBERT;;;;
 FIREBRAND II;BROXTEL;;;;
 FIREBRAND III;RICHARD L. DENNISON;;;;
 FIREBUG;;;;;
 FIREFALL;KARAS;;;;
 FIREFALL II;;;;;
 FIREFALL III;ARCHIE STRYKER;;;;
 FIREFALL IV;TARN;;;;
 FIREFIGHT;;;;;
 FIREFIST;RUSTY COLLINS;;;;
 FIREFIST II;;;;;
 FIREFLY;;;;;
 FIREFLY II;;;;;
 FIRELORD;PYREUS KRIL [XANTAREAN];;;;
 FIRESTAR;ANGELICA JONES ;;;;
 FIRESTAR DOPPELGANGER;;;;;
 FIRESTAR DOPPELGANGER II;;;;;
 FIRESTAR ; MUTANT X-VERSE;;;;
 FIRESTRIKE;DALTON BECK;;;;
 FIREWALL;THEARY;MIN LI NG;;;
 FISHER; PROF. FRANCESCA FRANKIE;;;;
 FISHMAN; DR. JONATHAN;;;;
 FISK; VANESSA;;;;
 FIST;;;;;
 FITCH;;;;;
 FITZPATRICK; WILL;;;;
 FITZGERALD; KENNY;;;;
 FITZGERALD; MOLLY;;;;
 FITZROY; TREVOR;;;;
 FIXER;SWEENEY;;;;
 FIXER II;PAUL NORBERT EBERSOL;;;;
 FIXX;;;;;
 FIZ [SKRULL];;;;;
 FIZGIG;;;;;
 FLAG-SMASHER;;;;;
 FLAMBE;;;;;
 FLAME;;;;;
 FLAME II;;;;;
 FLARE;;;;;
 FLASH;BARRY ALLEN;BURIED ALIEN;;;
 FLATIRON;RUSSELL;;;;
 FLATMAN;;;;;
 FLEET; JONAS;;;;
 FLEET; TAMARA;;;;
 FLEMING; PHILIP;;;;
 FLEX;ADRIAN CORBO;;;;
 FLINCH;;;;;
 FLINN; LANCELOT LANCE;;;;
 FLINT; LT.;;;;
 FLO;;;;;
 FLORES; DAHLIA;;;;
 FLORES; JAMIE;;;;
 FLORES; SHANICE;;;;
 FLORESCU; ANTON;;;;
 FLUFFY;;;;;
 FLUX;PRIVATE BENNY TIBBETS;;;;
 FLY;;;;;
 FLYING DUTCHMAN;;;;;
 FLYING FOX;;;;;
 FLYING TIGER;;;;;
 FLYNN;;;;;
 FOGELSTROM; HIRAM;;;;
 FOGG;THOMAS FOGG;;;;
 FOGG; ARCHIMEDES ARCHIE;;;;
 FOLD;;;;;
 FONDOZZI; MICKEY;;;;
 FONG; DR. CHARLES WARREN C.W.;;;;
 FONG; KATY;;;;
 FONG; LI;;;;
 FONTAINE; CINDER;;;;
 FONTANELLE;GLORIA DAYNE;;;;
 FONTREAUX; GUY;;;;
 FOOL;;;;;
 FOOLKILLER;ROSS EVERBEST;;;;
 FOOLKILLER II;GREG SALINGER;;;;
 FOOLKILLER III;KURT GERHARDT;GREGORY ROSS CURTIS;;;
 FORCE;CLAYTON WILSON TAYLOR;;;;
 FORD;;;;;
 FORD; GERALD;;;;
 FOREARM;;;;;
 FOREIGNER;RAFAEL BASIL SABITINI;CHRIS (OR KRIS) KEATING;;;
 FORGE;;;;;
 FORGE ; EARTH 998;;;;
 FORGE ; MUTANT X-VERSE;;;;
 FORGOTTEN ONE;GILGAMESH [ETERNAL];;;;
 FORRESTER; CAPT. ALEYTYS LEE;;;;
 FORRESTER; DR. CEDRIC;;;;
 FORTHWARD; KENT;;;;
 FORTUNATO;;;;;
 FORTUNATO; GIACOMO JIMMY-6;;;;
 FORTUNATO; JAMES;;;;
 FORTUNATO; MARY;;;;
 FORTUNE; DOMINIC;;;;
 FOUNDRY;;;;;
 FOWLER; RED;;;;
 FOX; PHIL;;;;
 FOXBAT;;;;;
 FOXFIRE;OLIVIA UNDERWOOD;;;;
 FRANKENSTEIN MONSTER;;;;;
 FRANKENSTEIN; BASIL;;;;
 FRANKENSURFER;BORGO;;;;
 FRANKIE THE FISH;;;;;
 FRANKLIN; JEREMY;;;;
 FRASER; DET. KATE;;;;
 FREAK QUINCY;;;;;
 FREDD;;;;;
 FREDERICKS; GENERAL;;;;
 FREDERICKSON; KOLINA;;;;
 FREE SPIRIT;CATHY WEBSTER;;;;
 FREEMAN; DEREK;;;;
 FREEMAN; DUANE JEROME;;;;
 FRENCHIE;JEAN-PAUL DUCHAMP;;;;
 FRIDAY;;;;;
 FRIEDLANDER; SHARON;;;;
 FRIGGA;;;;;
 FROG MAN;FROG LE BLANC;;;;
 FROG-MAN II;EUGENE PATILIO;;;;
 FROH;;;;;
 FROST;;;;;
 FROST; ADRIENNE;;;;
 FROST; BYRON;;;;
 FROST; CARMILLA;;;;
 FROST; CORDELIA;;;;
 FROST; DEACON;;;;
 FROSTBITE;DR. SLOANE ALDEN;;;;
 FU MANCHU;;;;;
 FU'SE;;;;;
 FUANARO; RENEE;;;;
 FUGUE;;;;;
 FUJIKAWA; KENJIRO;;;;
 FUJIKAWA; RUMIKO;;;;
 FULLERTON; MARY ELLEN;;;;
 FULLERTON-SMITH; CASEY;;;;
 FUNARO; DONNA;;;;
 FURGAR;;;;;
 FURMAN; RICHARD;;;;
 FURMINTZ; HARMON;;;;
 FURY; DAWN;;;;
 FURY; COL. NICHOLAS NICK JOSEPH;;;;
 FURY; NICK II;;;;
 FURY; NICK L.M.D.;;;;
 FURY; NICK ; MUTANT X-VERSE;;;
 FUSION;MARKLEY;;;;
 FUTURIST;;;;;
 G'ANYM;;;;;
 GAARD;JOHNNY STORM EARTH-A;;;;
 GAARK;;;;;
 GABRIEL III;;;;;
 GADFLY;RUTH MACRAE;;;;
 GADRIEL;;;;;
 GAEA;;;;;
 GAFF;SIDNEY E. LEVINE;;;;
 GAIA;;;;;
 GALACTUS;GALAN;;;;
 GALADRIEL;;;;;
 GALANNAN; BILL;;;;
 GALE; SHERIFF;;;;
 GALEN;;;;;
 GALEN KOR; ADMIRAL [KREE];;;;
 GALLAGHER; BOB;;;;
 GALTUS;;;;;
 GALVIN; TOMMY;;;;
 GAMBIT;REMY LEBEAU ;;;;
 GAMBIT DOPPELGANGER;;;;;
 GAMBIT DOPPELGANGER II;;;;;
 GAMBIT ; MUTANT X-VERSE;;;;
 ÁGAMBLE; GRACIE;;;;
 GAMBONNO; ERNESTO;;;;
 GAMBONNO; LUIGI;;;;
 GAMECOCK;;;;;
 GAMELIN; JOHN T J.T.;;;;
 GAMESMASTER;JEREMY;;;;
 GAMMA-BURN;;;;;
 GAMMENON [CELESTIAL];;;;;
 ÁGAMORA;;;;;
 GANCE; TABITHA TABBY;;;;
 GANGER; DR. ALEXEI;;;;
 GANGER; CARMEN;;;;
 GANNON; RICH;;;;
 GANNON; SGT. FRANK;;;;
 GANTRY;;;;;
 GANYMEDE;;;;;
 GAPON; DZHOKHAR;;;;
 GAR-TOOM;;;;;
 GARABALDI;;;;;
 GARABED;BASHUR;;;;
 GARCIA; REV.;;;;
 GARDENER;ORD ZYONYZ [ELDER];;;;
 GARFIELD; MURRAY;;;;
 GARGOUILLE;;;;;
 GARGOYLE;IGOR DRENKOV;;;;
 GARGOYLE II;ISAAC CHRISTIANS;;;;
 GARGOYLE ; MUTANT X-VERSE;;;;
 GARM;;;;;
 GARNOK REBBAHN;;;;;
 GAROKK;;;;;
 GAROTTE;;;;;
 GARRETT; JOHN;;;;
 GARRISON; DR.;;;;
 GARTH;;;;;
 GARTH; DONNA;;;;
 GARTHAN SAAL;;;;;
 GARVIN; GEARS;;;;
 GATECRASHER;;;;;
 GATES; JUNIOR;;;;
 GATEWAY;;;;;
 GATOR; LORD;;;;
 GATTLING;;;;;
 GATZ; WILLIAM BILLY;;;;
 GAULTHING; ANDERSON;;;;
 GAUNT;MENDEL STROMM;;;;
 GAUNT II;;;;;
 GAUNT; OFFICER KIM;;;;
 GAUNTLET;;;;;
 GAZA;;;;;
 GAZELLE;;;;;
 GEATAR;;;;;
 GEDDINGS; JUDITH GHOULISH;;;;
 GEE;ALEX POWER;;;;
 GEESEY; KARL;;;;
 GEIGER;DELILAH DEEDEE;;;;
 GEIRRODUR;;;;;
 GEIST;;;;;
 GELLER; URI;;;;
 GEMINI;JOSHUA LINK;;;;
 GENECIDE;;;;;
 GENERAL ADMISSION;;;;;
 GENERAL OBSIDIAN;;;;;
 GENESIS;TYLER DAYSPRING;;;;
 GENII;JASON KIMBALL;;;;
 GENTRY;;;;;
 GENUARDI; MR.;;;;
 GEORGE; DAVID LLOYD;;;;
 GERARD; TERENCE;;;;
 GERASI; DON MARIO;;;;
 GERASI; JOEY;;;;
 GERASI; LESLIE;;;;
 GERASI; MARY ROSE;;;;
 GERHARDT; JOSEPH HEINRICH;;;;
 GERVASE; LADY ALYSSA;;;;
 GESTALT;;;;;
 GHAUR [DEVIANT];;;;;
 GHOST;;;;;
 GHOST GIRL;;;;;
 GHOST GIRL II;LILLI;;;;
 GHOST RIDER II;JOHNNY BLAZE;;;;
 GHOST RIDER III;DAN KETCH;;;;
 GIBBON;MARTIN BLANK;;;;
 GIDEON;;;;;
 GIDEON; CLAIRE;;;;
 GIDEON; GREGORY HUNGERFORD;;;;
 GIGANTO;;;;;
 GIGANTUS;;;;;
 GIL;;;;;
 GILBERT; PROFESSOR GREGSON;;;;
 GILBERT; ROXANNE;;;;
 GILBERTI; ROSE;;;;
 GILLISPIE; ANDREW ANDY;;;;
 GILMORE; BERT;;;;
 GIN GENIE;BECKAH;;;;
 GIRABOOR;;;;;
 GIURESCU; RADU;;;;
 GLABOO;;;;;
 GLADIATOR;MELVIN POTTER;;;;
 GLADIATOR II;;;;;
 GLADIATRIX;;;;;
 GLAMOUR GIRL;GLORIA;;;;
 GLAZER; FAST FREDDY;;;;
 GLEASON; KAREN;;;;
 GLEEG;;;;;
 GLENN; HEATHER;;;;
 GLITCH;CHARLES J. AMUNDSON;;;;
 GLITTER;;;;;
 GLOB;DR. SUMNER BECKWITH;;;;
 GLOM;;;;;
 GLORIAN;THOMAS GIDEON;;;;
 GLORIOLE;;;;;
 GLOUCESTER;;;;;
 GLUB;;;;;
 GNUCCI; MA;;;;
 GO-DEVIL;GO ISHIMORI;;;;
 GOBLYN;;;;;
 GODSTALKER;;;;;
 GODWULF;;;;;
 GOG;;;;;
 GOG II;;;;;
 GOG III;;;;;
 GOGO TAMAGO;;;;;
 GOLD;;;;;
 GOLDBUG;;;;;
 GOLDDIGGER;;;;;
 GOLDEN ARCHER II;WYATT MCDONALD;;;;
 GOLDEN GIRL;GWENNY LOU SABUKI;;;;
 GOLDEN-BLADE;;;;;
 GOLDFARB; AARON;;;;
 GOLDFIRE;AMEIKO SABUKI;;;;
 GOLDIELOCKS;;;;;
 GOLEM;JACOB GOLDSTEIN;;;;
 GOLEM II;;;;;
 GOLEM III;;;;;
 GOMURR;;;;;
 GONZALEZ; RAYMOND;;;;
 GOOM;;;;;
 GOONER; MELVIN;;;;
 GORGEOUS GEORGE;;;;;
 GORGILLA;;;;;
 GORGON [INHUMAN];;;;;
 GORGON ; MUTANT X-VERSE;;;;
 GORILLA-MAN;;;;;
 GORN;;;;;
 GORNKAI;;;;;
 GOROTH;;;;;
 GORR;;;;;
 GOSAMYR;;;;;
 GOTH;;;;;
 GOTTFRIED; WILLIS;;;;
 GOULDING; DR.;;;;
 GOYER; SAUL;;;;
 GRACE;;;;;
 GRAND OVERSEER;;;;;
 GRANDE DAME;;;;;
 GRANDMASTER;EN DWI GAST [ELDER];;;;
 GRANITOR;;;;;
 GRANT; DONALD;;;;
 GRANT; GATOR;;;;
 GRANT; GLORIA GLORY;;;;
 GRANT; MARY MEEKS;;;;
 GRANT; PHILLIP;;;;
 GRANT; SILAS;;;;
 GRANT; SILAS II;;;;
 GRAPPLER;;;;;
 GRASP;;;;;
 GRASSWIND; Z'OOFREY;;;;
 GRAVEMOSS;;;;;
 GRAVITON;FRANK HALL;;;;
 GRAY; CHARLES;;;;
 GRAY; SGT.;;;;
 GRAZIA; VINCENT VINNIE;;;;
 GREASE;;;;;
 GREASY;;;;;
 GREEN GOBLIN;NORMAN OSBORN JR.;;;;
 GREEN GOBLIN III;BART HAMILTON;;;;
 GREEN GOBLIN IV;PHIL URICH;;;;
 GREEN GOBLIN V;;;;;
 GREEN GOBLIN ; MUTANT X-VERSE;NORMAN OSBORN;;;
 GREEN; ARNIE;;;;
 GREEN; JAMES;;;;
 GREEN; LILA;;;;
 GREENSONG;;;;;
 GREER; DAVID;;;;
 GREER; GABRIELLE;;;;
 GREGOR;;;;;
 GREGORY; TODD;;;;
 GREICO; LINDA;;;;
 GREMLIN;;;;;
 GRENDEL'S MOTHER;;;;;
 GRESIG;;;;;
 GREY GARGOYLE;PAUL PIERRE DUVAL;PAUL ST. PIERRE;;;
 GREY KING;ADDISON FALK;;;;
 GREY; DR. JOHN;;;;
 GREY; ELAINE;;;;
 GREY; JEAN ; MUTANT X-VERSE;;;
 GREYSTONE;BRIAN YOUNG;;;;
 GRID;;;;;
 GRIEFSAVOR;;;;;
 GRIFFIN;;;;;
 GRIFFIN II;JOHNNY HORTON;;;;
 GRIFFIN III;;;;;
 GRIFFITH; D.W.;;;;
 GRIM HUNTER;KRAVINOFF; VLADIMIR;;;
 GRIM REAPER;ERIC WILLIAMS;;;;
 GRIMM; BEN ; EARTH-A;;;
 GRIMM; BEN ; MUTANT X-VERSE;;;
 GRIMM; BEN ; TIMESLIDE;;;
 GRIMM; JAKE;;;;
 GRIMM; PETUNIA PENNY;;;;
 GRIMM; SUE STORM EARTH-A;;;;
 GRIPPO; BILLY;;;;
 GRIS-GRIS;;;;;
 GRIZZLY;MAXWELL MARKHAM;;;;
 GRIZZLY II;THEODORE WINCHESTER;;;;
 GRON;;;;;
 GRONK;;;;;
 GROSS; CLIFFORD;;;;
 GROSS; IRA;;;;
 GROTESK;;;;;
 GROTTU;;;;;
 GROUNDHOG;SEAN BENARD;;;;
 GROVEL;;;;;
 GROVES; GEN. MCALLISTER;;;;
 GROWING MAN;;;;;
 GRUENWALD; MARK;;;;
 GRUNCH; ALESTAIRE FINCHLEY;;;;
 GRUX;;;;;
 GRYPHON;COMMANDER EKATARINA GRYAZNOVA;;;;
 GUARDIAN;JAMES MACDONALD HUDSON;;;;
 GUARDIAN III;;;;;
 GUARDIAN IV;;;;;
 GUARDIAN V;JAMES MACDONALD HUDSON CLONE;;;;
 GUARDIAN ; MUTANT X-VERSE;;;;
 GUARDSMAN;KEVIN O'BRIAN;;;;
 GUDRUN [ASGARDIAN];;;;;
 GUILOTINE;;;;;
 GUINNESS;;;;;
 GULADKIN;;;;;
 GULLIN;;;;;
 GULLO;;;;;
 GUNDERSON; COL. ROLAND;;;;
 GUNSHIP;CARY ROUNTREE;;;;
 GUNTHAR;;;;;
 GUNTHAR II;;;;;
 GUNTLY; DAVID;;;;
 GUTHRIE; JOELLE;;;;
 GUTHRIE; JOSH;;;;
 GUTHRIE; LUCINDA;;;;
 GUTHRIE; LUKE;;;;
 GUTHRIE; TYLER;;;;
 GYPSY MOTH;;;;;
 GYRE;;;;;
 GYRICH; HENRY PETER;;;;
 GYRICH; HENRY PETER ; MUTANT X-VERSE;;;
 HAAG;;;;;
 HACK;;;;;
 HADDOCK; DR. MYRA;;;;
 HAFNIUM;;;;;
 HAG;;;;;
 HAGER; GENERAL;;;;
 HAGGERT; BOB;;;;
 HAIRBAG;SUGGS;;;;
 HALBERG; DONALD;;;;
 HALDEMAN; CALVIN;;;;
 HALE; JONAS;;;;
 HALE; NAN;;;;
 HALE; TOM;;;;
 HALF-FACE;;;;;
 HALFLIFE;;;;;
 HALFTREE; HORACE;;;;
 HALL; MORGAN;;;;
 HALLER; GABRIELLE;;;;
 HALLOWEEN JACK;;;;;
 HAMES;;;;;
 HAMID; SHEIK;;;;
 HAMILTON; JEROME;;;;
 HAMILTON; MICKY;;;;
 HAMILTON; PAUL;;;;
 HAMIR;;;;;
 HAMMER;LEROY JACKSON;;;;
 HAMMER II;;;;;
 HAMMER III;EISENHOWER CANTY;;;;
 HAMMER IV;;;;;
 HAMMER; JUSTIN;;;;
 HAMMERHAND;;;;;
 HAMMERHAND II;BRON;;;;
 HAMMERHEAD;;;;;
 HANCOCK; CALISTA;;;;
 HANGMAN;;;;;
 HANGMAN II;JASON ROLAND;;;;
 HANRAHAN; GORDON;;;;
 HANRAHY; JIM;;;;
 HANRANSHA;ASAHI;;;;
