 BURNING PUDDLE;;;;;
 BURR; CLAYTON;;;;
 BURRTHROP; T. BARTON;;;;
 BURST;;;;;
 BUSH; GEORGE;;;;
 BUSHKIN; BARNEY;;;;
 BUSHMAN; RAOUL;;;;
 BUSHMASTER;JOHN MCIVER;;;;
 BUSHMASTER II;QUINCY MCIVER;;;;
 BUSHWACKER;CARL;;;;
 BUSIEK; KURT;;;;
 BUTCH;;;;;
 BUTTERFLY;;;;;
 BUTTONS;;;;;
 BUX;;;;;
 BUZZ;;;;;
 BUZZARD;;;;;
 BYRD; NATHANIEL ALEXANDER BLACKBYRD;;;;
 BYRD; SEN. HARRINGTON;;;;
 BYREL;;;;;
 BYRNE; JOHN;;;;
 BYRNES; GAYLE WATSON;;;;
 BYRNES; TIM;;;;
 BYRRAH [ATLANTEAN];;;;;
 BYRRAH ; HEROES REBORN-VERSE;;;;
 C.F.;;;;;
 CABE; BETHANY;;;;
 CABER;;;;;
 CACHE;;;;;
 CACHES; FABIAN;;;;
 CACHES; PROF. MARINA;;;;
 CACTUS;;;;;
 CADAVER;;;;;
 CADMIUM;;;;;
 CADUCEUS;;;;;
 CAESAR;;;;;
 CAESAR; JONATHAN;;;;
 CAESAR; JULIUS;;;;
 CAGE; LUKE;CARL LUCAS;;;
 CAGLIOSTRO; ALESSANDRO;GUISEPPE BALSAMO;;;
 CAIRN; DET.;;;;
 CALCULUS;JAHAHAREL PATEL;;;;
 CALDERONE; HANNAH;;;;
 CALDRONE; JAVIER;;;;
 CALEDONIA;ALISANDE STEWART;;;;
 CALIBAN;;;;;
 CALIFORNIUM;;;;;
 CALKIN; SUSAN;;;;
 CALLAGHAN; JAMES;;;;
 CALLAHAN; DANNY;;;;
 CALLAHAN; MIKE;;;;
 CALLISTO;;;;;
 CALLISTO ; MUTANT X-VERSE;;;;
 CALUMET;;;;;
 CALYPSO;;;;;
 CAMBRIDGE; MOXIE;;;;
 CAMPBELL; DR. RORY;;;;
 CAMPBELL; MEREDITH;;;;
 CAMPBELL; VALERIE;;;;
 CANCELLATOR;;;;;
 CANCER;JACK KLEVENO;;;;
 CANCER II;;;;;
 CANDLEMAS;;;;;
 CANDLER; OWEN;;;;
 CANDRA;;;;;
 CANDY;;;;;
 CANE;;;;;
 CANNONBALL;JACK PULVER;;;;
 CANNONBALL II;SAM GUTHRIE ;;;;
 CANNONBALL;SAM GUTHRIE ; MUTANT X-VERSE;;;
 CANTOR; VERA;;;;
 CAPRICORN;WILLARD WEIR;;;;
 CAPRICORN II;;;;;
 CAPTAIN AMERICA;;;;;
 CAPTAIN AMERICA IV;STEVE ROGERS II;;;;
 CAPTAIN AMERICA V;ROSCOE;;;;
 CAPTAIN AMERICA DOPPELGANGER;;;;;
 CAPTAIN AMERICA DOPPELGANGER II;;;;;
 CAPTAIN AMERICA DOPPELGANGER III;;;;;
 CAPTAIN AMERICA ; MUTANT X-VERSE;;;;
 CAPTAIN BARRACUDA;;;;;
 CAPTAIN BRITAIN;BRIAN BRADDOCK;;;;
 CAPTAIN BRITAIN 2013;;;;;
 CAPTAIN FATE;;;;;
 CAPTAIN GLORY;;;;;
 CAPTAIN HAWK;;;;;
 CAPTAIN HIP;FRED MACRAE;;;;
 CAPTAIN MANHATTAN;;;;;
 CAPTAIN MARVEL;CAPTAIN MAR-VELL [KREE];;;;
 CAPTAIN MARVEL II;MONICA RAMBEAU;;;;
 CAPTAIN MARVEL III;GENIS-VELL;;;;
 CAPTAIN POWER;DR. CHRISTINA CARR;;;;
 CAPTAIN RECTITUDE;;;;;
 CAPTAIN TERROR;DAN KANE;;;;
 CAPTAIN U.K.;LINDA MCQUILLAN;;;;
 CAPTAIN ULTRA;GRIFFIN GOGOL;;;;
 CAPTAIN UNIVERSE;STEVE COFFIN;;;;
 CAPTAIN WINGS;;;;;
 CAPUTO; DR. JULIA;;;;
 CARBON;;;;;
 CARBONE; JULIUS;;;;
 CARBONE; ROSALIE;;;;
 CARBONE; SALVATORE;;;;
 CARDENAS; PACO;;;;
 CARDIAC;DR. ELI WIRTHAM;;;;
 CARDINAL;CLEMDENON;;;;
 CARDINALE; CARLOS;;;;
 CAREGIVER;RUBANNA LAGENRIS QUORIMO;;;;
 CARETAKER;;;;;
 CARGIL;JOANNA CARGIL;;;;
 CARGO;;;;;
 CARINA;CARINA WALTERS KORVAC;;;;
 CARLISLE; JENNA;;;;
 CARLISLE; MELISSA BOWEN;;;;
 CARLISLE; PHILLIP;;;;
 CARLTON; JAKE;;;;
 CARLTON; LUCY;;;;
 CARLY;;;;;
 CARMODY; MARY;;;;
 CARMODY; MRS.;;;;
 CARNAGE;CLETUS KASADY;;;;
 CARNIVORE;COUNT ANDREAS ZORBA;;;;
 CARPATHIAN; ANDREW;;;;
 CARPENTER; LARRY;;;;
 CARPENTER; RACHEL;;;;
 CARR; DAN;;;;
 CARRADINE; JESSICA JESSE;;;;
 CARRERA; MIA;;;;
 CARRION;;;;;
 CARRION II;MALCOLM MACBRIDE;;;;
 CARRION III;DR. WILLIAM ALLEN;;;;
 CARSON; LT. PAUL;;;;
 CARTER; BRAD;;;;
 CARTER; JIMMY;;;;
 CARTER; PEGGY;;;;
 CARTER; SHARON;;;;
 CARTER; SHARON II;;;;
 CARTER; TAD;;;;
 CARTHUS;;;;;
 CARVER;;;;;
 CASE; COL. PRESTON;;;;
 CASEY;;;;;
 CASIOLENA; QUEEN;;;;
 CASPER;;;;;
 CASS; LARRY MAD DOG;;;;
 CASSADA; CARLOS;;;;
 CASSADA; MICHAEL;;;;
 CASSADA; ROBERTO;;;;
 CASSADA; ROSA;;;;
 CASSANDRA;;;;;
 CASSIOPEIA;;;;;
 CAT II;;;;;
 CAT III;SHEN KUEI;;;;
 CAT IV;;;;;
 CAT BURGLAR;;;;;
 CAT KING;;;;;
 CAT MAN;HORGAN;;;;
 CAT MAN III;;;;;
 CATAPHRAX;;;;;
 CATHERWOOD;;;;;
 CATHODE;;;;;
 CATSEYE;SHARON SMITH;;;;
 CATWALK;KIMBERLY DEE;;;;
 CAULDER; SAFRON;;;;
 CEAUSECU; IONEL;;;;
 CELESTE;;;;;
 CELLANOS; MARCELLA;;;;
 CENTARIUS;;;;;
 CENTURIUS;;;;;
 CENTURY;;;;;
 CENTURY; TURNER D.;;;;
 CERA; KAY;;;;
 CERANDA;;;;;
 CERBERUS;;;;;
 CERBERUS II;;;;;
 CEREBRITE ALPHA;;;;;
 CEREBRITE BETA;;;;;
 CEREBRO;;;;;
 CEREBRO ; MUTANT-X VERSE;;;;
 CEREBRO MARK XIII ; MUTANT X-VERSE;;;;
 CERISE;;;;;
 CERISE II [SHI'AR];;;;;
 CESIUM;;;;;
 CETHLANN;;;;;
 CH'OD;;;;;
 CH'THON;;;;;
 CH'VAYRE;;;;;
 CHADWICK; CHEER;;;;
 CHADWICK; DR. HESPERUS;;;;
 CHAIN;;;;;
 CHAINSAW;;;;;
 CHAKA KHAN;;;;;
 CHAKA KHAN II;;;;;
 CHAKARA; KANU;;;;
 CHAKARA; MADAN;;;;
 CHAKRA;;;;;
 CHAKRA II;;;;;
 CHALIZ; HAZRAM;;;;
 CHALIZ; SHANAZ RAYNA;;;;
 CHALIZ; TABRIAZ;;;;
 CHALKER; PROF. VIC;;;;
 CHALMER; JUDGE;;;;
 CHALMERS; CYNTHIA;;;;
 CHALMERS; JUDGE ROBERT C. HARRISON;;;;
 CHALMERS; MR.;;;;
 CHAMBER;JONOTHON STARSMORE;;;;
 CHAMBERS; MR.;;;;
 CHAMBLISS;;;;;
 CHAMELEON;DMITRI SMERDYAKOV;;;;
 CHAMPION;TRYCO SLATTERUS [ELDER];;;;
 CHAMPION; IMUS;;;;
 CHAN; SARAH;;;;
 CHANCE;;;;;
 CHANCE II;NICHOLAS POWELL;;;;
 CHANDLER; PEGGY;;;;
 CHANDRA; DR.;;;;
 CHANEY; AMANDA;;;;
 CHANG; DR. PHILLIP;;;;
 CHANG; IMEI;;;;
 CHANGELING;;;;;
 CHAOS;DANIEL DASH;;;;
 CHAPMAN; DEVIN;;;;
 CHAPMAN; GEN. ULYSSES R.;;;;
 CHAR;;;;;
 CHAR; BRON;;;;
 CHARCOAL;CHARLIE BURLINGAME;CHARLES COLE;;;
 CHARLIE;;;;;
 CHARLIE 27;;;;;
 CHARM;;;;;
 CHASE; DETECTIVE SLOANE;;;;
 CHASE; TREVOR;;;;
 CHASIN; MAJOR;;;;
 CHATTERTON; DAVE;;;;
 CHAUFFARD;;;;;
 CHECK;;;;;
 CHEETAH;;;;;
 CHEEVER; JOHN;;;;
 CHEKOV; ARTHUR ANTON;;;;
 CHEMISTRO;CURTIS CARR;;;;
 CHEMISTRO III;;;;;
 CHEN;;;;;
 CHEN; DR.;;;;
 CHEN; JOANNA;;;;
 CHENEY; LILA;;;;
 CHERRYH; RANDOLPH WINSTON;;;;
 CHESBRO;;;;;
 CHESNEY; SANFORD;;;;
 CHI DEMON;PROFESSOR KING;;;;
 CHI-CHEE;;;;;
 CHIANG; PROF.;;;;
 CHIEF EXAMINER;;;;;
 CHIMERA;ZUHN;;;;
 CHIMERA II;;;;;
 CHINA DOLL;;;;;
 CHINOOK;;;;;
 CHIRA;;;;;
 CHLOE;;;;;
 CHLORINE;;;;;
 CHONDU;;;;;
 CHORD; ANDREW;;;;
 CHORD; MIYAMI;;;;
 CHROME;;;;;
 CHROMIUM;;;;;
 CHTYLOK;;;;;
 CHUNG; LAO WEI;;;;
 CHURCH; LYNN;;;;
 CHURCHILL; LORD;;;;
 CHURCHILL; SIR WINSTON;;;;
 CICERO; CAESAR BIG C;;;;
 CINDER;;;;;
 CIR; DYLON;;;;
 CIRE; EYLA;;;;
 CIRE; EZRA;;;;
 CIRE; MANUEL;;;;
 CISCERNOS; SELENA;;;;
 CITIZEN V;JOHN WATKINS;;;;
 CITIZEN V II;HELMUT ZEMO;;;;
 CITIZEN V III;DALLAS RIORDAN;;;;
 CITYDWELLER;JERRY ; EARTH 616;;;
 CLAREMONT; CHRIS;;;;
 CLARIS; SVEN;;;;
 CLARISSA;;;;;
 CLARITY;;;;;
 CLARK; JOHN;;;;
 CLARK; SARAH;;;;
 CLARKE; GENERAL JEREMY;;;;
 CLASH;;;;;
 CLASS CLOWN;GLASS;;;;
 CLAY; GORDON;;;;
 CLAYBORNE; REGINA;;;;
 CLAYTON; KATRINKA JANICE (K.J.);;;;
 CLEA;;;;;
 CLEARCUT;;;;;
 CLEARWATER; JUDGE MARION;;;;
 CLEMSON; MIKE;;;;
 CLEOPATRA;;;;;
 CLINTON; BILL;;;;
 CLINTON; CHELSEA;;;;
 CLOAK;TYRONE JOHNSON;;;;
 CLOAK;TYRONE JOHNSON ; MUTANT X-VERSE;;;
 CLOONEY; DR.;;;;
 CLOUD;;;;;
 CLOWN;CRAFTY ELIOT FRANKLIN;;;;
 CLUMSY FOULUP;;;;;
 CLUSTER;;;;;
 COACH;;;;;
 COACHWHIP;;;;;
 COAL TIGER;T'CHALLA II;;;;
 COBALT;;;;;
 COBALT II;;;;;
 COBALT MAN;;;;;
 COBRA;KLAUS VORHEES;;;;
 COBWEB;;;;;
 COCKROACH;;;;;
 COCKRUM; DAVE;;;;
 COCO;;;;;
 CODY;;;;;
 CODY; GARY;;;;
 COFFIN; RAY;;;;
 COFFIN; WARDEN JOHNSTON;;;;
 COFFY; DET.;;;;
 COHEN; IZZY;;;;
 COGGER;;;;;
 COIL;;;;;
 COLD WARRIOR;;;;;
 COLDBLOOD;;;;;
 COLDHEART;;;;;
 COLE; LYNETTE;;;;
 COLE; PRISCILLA;;;;
 COLE; WADE;;;;
 COLLECTIVE MAN;;;;;
 COLLECTIVE MAN II;;;;;
 COLLECTOR;TANELEER TIVAN [ELDER];;;;
 COLLETTE;;;;;
 COLLINS; BRADBURY;;;;
 COLLINS; DEMITRIUS;;;;
 COLLINS; EMMA;;;;
 COLLINS; NICK;;;;
 COLLINS; TRACY;;;;
 COLON; CHERYL;;;;
 COLOSSUS;;;;;
 COLOSSUS II;PETER RASPUTIN ;;;;
 COLOSSUS 2013;;;;;
 COLOSSUS II DOPPELGANGER;;;;;
 COLOSSUS II DOPPELGANGER II;;;;;
 COLOSSUS II DOPPELGANGER III;;;;;
 COLOSSUS II ; MUTANT X-VERSE;PETER RASPUTIN;;;
 COMANCHE;;;;;
 COMBAT;;;;;
 COMET;HARRIS MOORE;;;;
 COMET MAN;DR. STEPHEN BECKLEY;;;;
 COMMANDER BLAZE;;;;;
 COMMANDER COURAGE;;;;;
 COMMANDO;M-NELL;;;;
 COMMCAST;GARABED BASHUR;;;;
 COMPUTO;;;;;
 CONAN; NEAL;;;;
 CONCIERGE; LE;;;;
 CONDOR;;;;;
 CONKLIN; CAPT.;;;;
 CONNORS; BILLY;;;;
 CONNORS; MARTHA;;;;
 CONOVER; ALYSSA;;;;
 CONOVER; HANNAH;;;;
 CONOVER; REV. WILLIAM;;;;
 CONOWAY; SEKMEHT;;;;
 CONQUEST;BRIDGET MALONE;;;;
 CONRAD; LUTHER DUTCH;;;;
 CONROY; KAREN;;;;
 CONSTRICTOR;FRANK PAYNE;FRANK SCHLICTING;;;
 CONSUELA;;;;;
 CONSUMPTION;;;;;
 CONTEMPLATOR;TATH KI [ELDER];;;;
 CONTONI; PAUL;;;;
 CONTRARES; ANASTASIA;;;;
 CONTROLLER;BASIL SANDHURST;XANDER BASEL;;;
 CONUNDRUM;;;;;
 CONWAY; GERRY;;;;
 COOPER; COLE;;;;
 COOPER; DR. VALERIE;;;;
 COOPER; ROGER CAPS;;;;
 COOPER; TERI;;;;
 COOPER; WHITNEY III;;;;
 COPPER;;;;;
 COPPERHEAD;LAWRENCE CHESNEY;;;;
 COPPERHEAD II;;;;;
 COPPERHEAD III;DAVIS LAWFERS;;;;
 COPPERHEAD IV;;;;;
 COPPERSMITH; ALFRED;;;;
 COPYCAT;VANESSA;;;;
 CORAL;;;;;
 CORBEAU; DR. PETER;;;;
 CORD; EDWIN;;;;
 CORD; JANICE;;;;
 CORDITE;;;;;
 CORDOVA; JUAN;;;;
 CORNELIUS; DR.;;;;
 CORONA;DAGNY FORRESTER;;;;
 CORONARY;JIMMY SHARP;;;;
 CORONER;;;;;
 CORRIGAN; ARCHIBALD ARCHIE;;;;
 CORRUPTOR;JACKSON DAY;ANDREW KAPPELHOF;;;
 CORSAIR;;;;;
 CORSI; TOM;;;;
 CORTES; MARIA PILAR;;;;
 CORTEZ; FABIAN;;;;
 COSMIC MESSIAH;;;;;
 COTTONMOUTH;;;;;
 COTTONMOUTH II;;;;;
 COUNT NEFARIA; LUCHINO;;;;
 COUNTERWEIGHT;JACK POWER;;;;
 COUNTERWEIGHT II;KATIE POWER;;;;
 COURIER;JACOB GAVIN;;;;
 COURTNEY; DELPHINE;;;;
 COVEY; LAWRENCE K.;;;;
 COWAN; EARL;;;;
 COWEN; BUCK;;;;
 COWEN; ELAINE;;;;
 COY; GENERAL NGUYEN NGOC;;;;
 COYOTE;;;;;
 CR'REEE;;;;;
 CRAIG; REV.;;;;
 CRANDAL; BEN;;;;
 CRANUS;;;;;
 CRAWFORD; GEN.;;;;
 CRAWLEY; BETRAND;;;;
 CRAZY EIGHT;LESLIE ANNE SHAPPE;;;;
 CREED;;;;;
 CREED; GRAYDON;;;;
 CREED; GRAYDON ; MUTANT X-VERSE;;;
 CREEP;;;;;
 CRIME-BUSTER;;;;;
 CRIME-MASTER;NICK LUCKY LEWIS;;;;
 CRIME-WAVE;HOLLIS;;;;
 CRIMEBUSTER;FRANK MOORE;;;;
 CRIMEWAVE;;;;;
 CRIMSON;;;;;
 CRIMSON COMMANDO;FRANK BOHANNAN;;;;
 CRIMSON COWL II;;;;;
 CRIMSON CRUSADER;RORY DESTINE;;;;
 CRIMSON DAFFODIL;;;;;
 CRIMSON DYNAMO;PROF. ANTON VANKO;;;;
 CRIMSON DYNAMO II;BORIS TURGENOV;;;;
 CRIMSON DYNAMO III;ALEX NEVSKY (NIVEN);;;;
 CRIMSON DYNAMO IV;YURI IVANOVITCH PETROVICH;;;;
 CRIMSON DYNAMO V;DIMITRI BUKHARIN;;;;
 CRIMSON DYNAMO VI;VALENTIN SHATALOV;;;;
 CRIMSON DYNAMO VIII;PROF. ANTON VANKO II;;;;
 CRIPPLER;KARL STRIKLAN;;;;
 CRITIC;;;;;
 CRITICAL MASS;;;;;
 CRIX;;;;;
 CROIX; ASHLEY;;;;
 CROMWELL; HAMILTON;;;;
 CROSS;;;;;
 CROSS; GENEVIEVE;;;;
 CROSS; HAROLD;;;;
 CROSS; JASON;;;;
 CROSS; STANLEY;;;;
 CROSS-WALLACE; SIR GUY;;;;
 CROSSAN; ANNIE;;;;
 CROSSBONES;BROCK BING RUMLOW;;;;
 CROSSBONES II;;;;;
 CROSSBOW;;;;;
 CROSSFIRE;;;;;
 CROTUS;;;;;
 CROW; REV. JOSHUA;;;;
 CROWE; GERONIMO;;;;
 CROWLEY;;;;;
 CROWLEY; SEN.;;;;
 CROWN;;;;;
 CRUCIBLE;BYRON CALLEY;;;;
 CRULE;;;;;
 CRUSADER II;ARTHUR BLACKWOOD;;;;
 CRUSADER X;BRIAN BRADDOCK (II);;;;
 CRUSHER;EL PROFESSOR;;;;
 CRUSHER II;JUAN APONTE;;;;
 CRUSHTACEAN;;;;;
 CRUX;CRISTAL LEMIUEX;;;;
 CRYSTAL [INHUMAN];;;;;
 CUDGEL;;;;;
 CUEBALL;;;;;
 CUFFS;;;;;
 CUMMINGS; DIANE;;;;
 CURSED LOTUS;;;;;
 CURSON; LT. TARA;;;;
 CURZON; DETECTIVE INSPECTOR;;;;
 CUSHING; KATE;;;;
 CUSSLER; PHILLIP;;;;
 CUSSLER; PHILLIP JR.;;;;
 CUT;;;;;
 CUTTHROAT;DANIEL LEIGHTON;;;;
 CUTTER;;;;;
 CY-PHYRR 4;;;;;
 CYANIDE JANE;;;;;
 CYBELE [ETERNAL];;;;;
 CYBER;;;;;
 CYBERMANCER;DR. SUZI ENDO 2010;;;;
 CYBERSLIK;;;;;
 CYBERTOOTH;YEN HSIEH;;;;
 CYBORG X;;;;;
 CYCLONE;;;;;
 CYCLONE II;PIERRE FRESSON;;;;
 CYCLOPS;SCOTT SUMMERS ;;;;
 CYCLOPS 2013;;;;;
 CYCLOPS DOPPELGANGER;;;;;
 CYCLOPS DOPPELGANGER II;;;;;
 CYCLOPS DOPPELGANGER III;;;;;
 CYCLOPS II;;;;;
 CYCLOPS ; MUTANT X-VERSE;SCOTT SUMMERS;;;
 CYLLA;;;;;
 CYLLA II;;;;;
 CYNAS;;;;;
 CYPHER;DOUG RAMSEY;;;;
 CYPRESS;;;;;
 CYRA [ASGARDIAN];;;;;
 CYTTORAK;;;;;
 D.K.;DAVID KALEN;;;;
 D.O.A.;;;;;
 D'ALEXIS; AMBER;;;;
 D'ANGELO; LIEUTENANT JAMES;;;;
 D'AURIA; JACK;;;;
 D'KAY;;;;;
 D'KEN [SHI'AR];;;;;
 D'SPAYRE;;;;;
 D'SPRYTE;;;;;
 D'WON;;;;;
 DA COSTA; EMMANUEL;;;;
 DABOIA; RUSSELL;;;;
 DABUTA; NIGEL;;;;
 DADDY LONGLEGS;RAMSEY KOLE;;;;
 DADDY WRONGLEGS;;;;;
 DAGDA;;;;;
 DAGGER;TANDY BOWEN;;;;
 DAGGER;TANDY BOWEN ; MUTANT X-VERSE;;;
 DAHN; FARNOQ;;;;
 DAI-KUMO;;;;;
 DAKESIAN; NANCI;;;;
 DAKIMH THE ENCHANTER;;;;;
 DAKINI;;;;;
 DAKOR; YOGI;;;;
 DAMAGE;;;;;
 DAMBALLAH;;;;;
 DAMBALLAH II;;;;;
 DAMIAN; DR. DANIEL;;;;
 DAMIAN; MARGO;;;;
 DAN-FARR;;;;;
 DANGOR;;;;;
 DANIA;;;;;
 DANIELS; BRIE;;;;
 DANNING; SHEILA;;;;
 DANSEN MACABRE;;;;;
 DANTE;;;;;
 DANTES; DR. EDWINA;;;;
 DANVERS; JOE;;;;
 DANVERS; MRS. JOE;;;;
 DANVILLE; SEN. OWEN;;;;
 DARCO;;;;;
 DARE; JOHNNY;;;;
 DARE; KATHLEEN;;;;
 DARE; ROSSALYN;;;;
 DAREDEVIL;MATT MURDOCK;;;;
 DAREDEVIL DOPPELGANGER;;;;;
 DAREDEVIL DOPPELGANGER II;;;;;
 DAREDEVIL DOPPELGANGER III;;;;;
 DAREDEVIL DOPPELGANGER IV;;;;;
 DAREDEVIL ; MUTANT X-VERSE;MATT MURDOCK;;;
 DARGIL;;;;;
 DARIA;;;;;
 DARK;;;;;
 DARK BEAST;HENRY MCCOY ; AOAVERSE;;;
 DARK COUNSEL;VARTU;;;;
 DARK CRAWLER;;;;;
 DARK HUNTER;;;;;
 DARK MASTER;;;;;
 DARK MOTHER;FINALITY;FIONA KNOBLACH;;;
 DARK ONE;;;;;
 DARK RAIDER;;;;;
 DARK WIND;KENJI OYAMA;;;;
 DARKHAWK;CHRIS POWELL;;;;
 DARKHAWK DOPPELGANGER;;;;;
 DARKOTH;MAJOR DESMOND PITT;;;;
 DARKOVER; PROFESSOR SIMON;;;;
 DARKSTAR;LAYNIA SERGEIEVNA PETROVNA;;;;
 DARLA;;;;;
 DARLEGUNG; GEN.;;;;
 DARROW; MARISSA II;;;;
 DAVID; PETER;;;;
 DAVIDOFF;;;;;
 DAVIS; ABBY;;;;
 DAVIS; PRINCIPAL;;;;
 DAWN;;;;;
 DAWSON; DICTIONARY;;;;
 DAY;;;;;
 DAYDREAMER;CATHERINE MORANIS;;;;
 DAYTRIPPER;AMANDA SEFTON;;;;
 DAZZLER;BURTRAM WORTHINGTON;;;;
 DAZZLER II;ALLISON BLAIRE;;;;
 DE LA COURTE;;;;;
 DE LA FONTAINE; CONTESSA VALENTINA ALLEGRO;;;;
 DE LA JOYA; SISTER MARIA;;;;
 DE LA SALLE; BEATRICE;;;;
 DE LA SPIROSA; COUNTESS STEPHANIE;;;;
 DEAD HEAD;;;;;
 DEAD RINGER;LOU;;;;
 DEADAIR;;;;;
 DEADBOLT;;;;;
 DEADEYE;;;;;
 DEADHEAD;;;;;
 DEADLY DORIS;;;;;
 DEADMAKER;GREGORI ANATOLOVICH;;;;
 DEADPOOL;JACK;WADE WILSON ;;;
 DEAN; BETTY;;;;
 DEAN; DARBY;;;;
 DEAN; SUSAN;;;;
 DEANGELO; DEVLIN;;;;
 DEATH;;;;;
 DEATH ADDER;;;;;
 DEATH STING;MIRANDA RAND;;;;
 DEATH'S HEAD;;;;;
 DEATH-STALKER;;;;;
 DEATHBIRD [SHI'AR];;;;;
 DEATHCHARGE;;;;;
 DEATHCRY [SHI'AR];;;;;
 DEATHLOK;COLONEL LUTHER MANNING;;;;
 DEATHLOK II;COL. JOHN KELLY;;;;
 DEATHLOK III;MICHAEL COLLINS;;;;
 DEATHLOK III DOPPELGANGER;;;;;
 DEATHLOK IV;;;;;
 DEATHLOK ; MUTANT X-VERSE;;;;
 DEATHSHIELD;;;;;
 DEATHSTROKE;;;;;
 DEATHTOLL;;;;;
 DEATHUNT 9000;;;;;
 DEATHURGE;;;;;
 DEATHWATCH;STEPHAN LORDS;;;;
 DECAY;;;;;
 DECAY II;YOSHIRO HACHIMAN;;;;
 DECIBEL;;;;;
 DEFENSOR;;;;;
 DEGANN; KRIS;;;;
 DEIMOS;;;;;
 DEKKER; GENERAL LYLE;;;;
 DEL HIERRO; BLANCA;;;;
 DELACORTE; ARTHUR;;;;
 DELANY; CAPT.;;;;
 DELAZNY; CHARLES L.;;;;
 DELAZNY; DORIAN;;;;
 DELGADO;;;;;
 DELGADO; FATHER;;;;
 DELGADO; LUZ;;;;
 DELGADO; RUFUS;;;;
 DELILAH;;;;;
 DELPHI;;;;;
 DELPHI II;;;;;
 DELPHIS; SIR;;;;
 DELPHOS;;;;;
 DELUGE;;;;;
 DELUGE II;;;;;
 DEMEITYR;;;;;
 DEMI-GOD;;;;;
 DEMITRIUS;;;;;
 DEMOGOBLIN;;;;;
 DEMOLITION MAN;DENNIS DUNPHY;;;;
 DEMOLITION MAN DOPPELGANGER;;;;;
 DEMON BEAR;;;;;
 DEMONICUS;DR. DOUGLAS BIRELY;;;;
 DEMONSTAFF;;;;;
 DENAK;;;;;
 DENNAGER; MICHAEL;;;;
 DENNEHY; ROBERT;;;;
 DENNIS; MARTY;;;;
 DEPALMA; MR.;;;;
 DEPAUL; SHIELD SPECIAL AGENT;;;;
 DESADIA;;;;;
 DESAK;DESAK STERIXIAN;;;;
 DESIGNATE;TARENE;;;;
 DESOLATION;;;;;
 DESTINE; ADAM;;;;
 DESTINE; NEWTON;;;;
 DESTINY;PAUL DESTINE;;;;
 DESTINY II;IRENE ADLER;;;;
 DESTRAK;;;;;
 DESTROYER III;;;;;
 DESTRUCTOR;PROFESSOR KERWIN KORMAN;;;;
 DEUCE;;;;;
 DEUTSCH; GEN.;;;;
 DEVASTATOR;KIROV PETROVNA;;;;
 DEVASTATOR II;GREGORI;;;;
 DEVERAUX; INSPECTOR MAGRITE;;;;
 DEVEREAUX; IRIS;;;;
 DEVEREAUX; MICHELLE;;;;
 DEVIL DINOSAUR;;;;;
 DEVIL DINOSAUR ; MUTANT X-VERSE;;;;
 DEVIL-SLAYER;ERIC SIMON PAYNE;;;;
 DEVILLE; ARCADIA;;;;
 DEVILLE; JENNIFER CRUELLA;;;;
 DEVINE; ANTON;;;;
 DEVLOR;;;;;
 DEVOOR; ALBERT;;;;
 DEVOS THE DEVESTATOR;;;;;
 DEVOURER;;;;;
 DEWITT; KEARSON;;;;
 DEWITT; LUCIUS;;;;
 DEWOLFF; JEAN;;;;
 DEWOLFF; MEREDITH;;;;
 DEX;;;;;
 DEXAM;;;;;
 DEZOAN; JOHN;;;;
 DHEREK;;;;;
 DIABLO;ESTEBAN DE ABLO;;;;
 DIAMOND HEAD;;;;;
 DIAMOND LIL;LILLIAN CRAWLEY;;;;
 DIAMOND; BOB;;;;
 DIAMOND; CHUCKY;;;;
 DIAMOND; KATHY;;;;
 DIAMONDBACK;;;;;
 DIAMONDBACK II;RACHEL LEIGHTON;;;;
 DIAMONDE; YVETTE;;;;
 DIAMONDHEAD;DYKER;;;;
 DIBBS; LIONEL;;;;
 DIBDEB;;;;;
 DICE;ROB FORTUNE;;;;
 DICHINSON; RICKY;;;;
 DIE'ODE;;;;;
 DIEGO; MANUEL;;;;
 DIETZ; SUSAN;;;;
 DIGGER;;;;;
 DIGGER II;;;;;
 DILLON; ANITA;;;;
 DILLON; BERNIE;;;;
 DILLON; JONATHAN;;;;
 DINAH-SOAR;;;;;
 DINU;;;;;
 DIONYSUS [GREEK GOD];;;;;
 DIPALMA; JOHNNY;;;;
 DIRECTOR X;;;;;
 DIRGE;;;;;
 DIRKSON; GUS;;;;
 DIRT NAP;;;;;
 DIRTY WOLFF;;;;;
 DISCUS;;;;;
 DISPROSIUM;;;;;
 DISTORTER;;;;;
 DIVINITY;;;;;
 DIXON; GENERAL;;;;
 DIZZIE;;;;;
 DMITRI;;;;;
 DOC;;;;;
 DOC SAMSON;DR. LEONARD SAMSON;;;;
 DOC SAMSON ; MUTANT X-VERSE;;;;
 DOCKERY; RUPERT;;;;
 DOCTOR DREDD;;;;;
 DOCTOR MANDIBUS;;;;;
 DOCTOR; DR. JOSHUA;;;;
 DOGGEREL;;;;;
 DOLAN; CAPT. THOMAS;;;;
 DOLAN; STACY;;;;
 DOLLAR BILL;;;;;
 DOLMAN;;;;;
 DOMANI; DINO;;;;
 DOMINA;;;;;
 DOMINEX;;;;;
 DOMINO;;;;;
 DOMINO II;;;;;
 DOMINO III;BEATRICE;TAMARA WINTER ;;;
 DOMINUS;;;;;
 DOMINUS II;;;;;
 DOMO;;;;;
 DON; GAI NO;;;;
